,hands_played,pots_won,amount_won,to_inv,net_win,per_hand,vpip_count,inv_count,vpip,% won,avg_p_size,avg_agg,per_hand_inv,avg_player_num,avg_post_num,p_score,f_score,t_score,r_score
ldfhCoWu/nh3I+edMedCtg,167,42.0,982.24,1085.7,-103.46000000000004,-0.6195209580838326,84,112,0.5029940119760479,0.375,23.386666666666667,0.15568862275449102,-0.9237500000000003,5.3532934131736525,2.0059880239520957,0.10179640718562874,0.03592814371257485,0.011976047904191617,0.005988023952095809
i/nLlN3S3+THVAN4MbCPbg,167,43.0,615.01,631.92,-16.909999999999968,-0.10125748502993993,69,99,0.41317365269461076,0.43434343434343436,14.302558139534883,0.23952095808383234,-0.1708080808080805,5.74251497005988,1.4131736526946108,0.20958083832335328,0.023952095808383235,0.005988023952095809,0.0
N5UKnxq+f++XBBpCCKMEmA,167,36.0,525.8000000000001,595.25,-69.44999999999993,-0.4158682634730535,96,121,0.5748502994011976,0.2975206611570248,14.605555555555558,0.029940119760479042,-0.5739669421487598,6.616766467065868,2.4491017964071857,0.023952095808383235,0.005988023952095809,0.0,0.0
3ATSlzwXsvNlTurDs7v01w,167,24.0,376.5,575.75,-199.25,-1.1931137724550898,47,76,0.281437125748503,0.3157894736842105,15.6875,0.16766467065868262,-2.6217105263157894,8.173652694610778,2.4011976047904193,0.15568862275449102,0.005988023952095809,0.005988023952095809,0.0
HWkRkO9H5holfAaD6sscMQ,167,88.0,1061.9,1686.0,-624.0999999999999,-3.7371257485029936,95,167,0.5688622754491018,0.5269461077844312,12.067045454545456,0.5149700598802395,-3.7371257485029936,2.029940119760479,0.6646706586826348,0.49700598802395207,0.011976047904191617,0.005988023952095809,0.0
8L3QmAQ85sgIQAWtbN7QAg,167,44.0,1228.2,1142.5,85.70000000000005,0.513173652694611,80,101,0.47904191616766467,0.43564356435643564,27.913636363636364,0.15568862275449102,0.8485148514851489,5.81437125748503,1.6467065868263473,0.1497005988023952,0.005988023952095809,0.0,0.0
0wg1J/Z1eUUhO9kN7MT2zw,167,18.0,131.5,263.15,-131.64999999999998,-0.7883233532934131,37,67,0.2215568862275449,0.26865671641791045,7.305555555555555,0.07784431137724551,-1.964925373134328,8.125748502994012,1.7005988023952097,0.0718562874251497,0.005988023952095809,0.0,0.0
0A+X7AoVMcw5ynCzU2cOsg,166,61.0,1138.34,1346.05,-207.71000000000004,-1.251265060240964,116,139,0.6987951807228916,0.43884892086330934,18.661311475409835,0.07228915662650602,-1.4943165467625903,5.783132530120482,2.1506024096385543,0.03614457831325301,0.012048192771084338,0.012048192771084338,0.012048192771084338
hR1LwAY+ofv99cAxUtcZmA,166,34.0,184.5,338.25,-153.75,-0.9262048192771084,53,99,0.3192771084337349,0.3434343434343434,5.426470588235294,0.18674698795180722,-1.553030303030303,5.102409638554217,1.1987951807228916,0.18674698795180722,0.0,0.0,0.0
A6YdjlzdsMtq7e529rqN/w,166,25.0,440.3,430.9,9.400000000000034,0.05662650602409659,68,98,0.40963855421686746,0.25510204081632654,17.612000000000002,0.07228915662650602,0.09591836734693912,8.367469879518072,2.6686746987951806,0.060240963855421686,0.0,0.0,0.012048192771084338
tnY4NLLSFqVBbOiM8CGZqQ,166,32.0,478.92999999999995,663.82,-184.8900000000001,-1.113795180722892,88,109,0.5301204819277109,0.29357798165137616,14.966562499999998,0.04819277108433735,-1.6962385321100926,8.481927710843374,2.4036144578313254,0.03614457831325301,0.006024096385542169,0.006024096385542169,0.0
QaP76aSRKhT/bVNjKkldZg,166,29.0,176.5,289.5,-113.0,-0.6807228915662651,63,102,0.3795180722891566,0.28431372549019607,6.086206896551724,0.06626506024096386,-1.107843137254902,5.783132530120482,1.572289156626506,0.05421686746987952,0.006024096385542169,0.0,0.006024096385542169
ON4Dbr0qTYTkg8EFl2OQqw,166,16.0,232.64,249.6,-16.960000000000008,-0.10216867469879523,35,60,0.21084337349397592,0.26666666666666666,14.54,0.04216867469879518,-0.2826666666666668,8.463855421686747,2.644578313253012,0.024096385542168676,0.0,0.006024096385542169,0.012048192771084338
CQ1Lmlk5Y3Kd2qB/Sn3TFg,166,25.0,381.44,411.22,-29.78000000000003,-0.17939759036144595,61,99,0.3674698795180723,0.25252525252525254,15.2576,0.10843373493975904,-0.3008080808080811,5.662650602409639,1.1927710843373494,0.10240963855421686,0.006024096385542169,0.0,0.0
B04q21/gqTUljCDuMC92RA,166,18.0,351.2,463.25,-112.05000000000001,-0.675,48,83,0.2891566265060241,0.21686746987951808,19.51111111111111,0.07228915662650602,-1.35,5.825301204819277,1.5542168674698795,0.04819277108433735,0.012048192771084338,0.012048192771084338,0.0
4iHjd9IeC+6GizvS+bKF/A,166,50.0,688.3,635.75,52.549999999999955,0.3165662650602407,73,108,0.4397590361445783,0.46296296296296297,13.765999999999998,0.2710843373493976,0.48657407407407366,5.493975903614458,1.5602409638554218,0.22289156626506024,0.030120481927710843,0.012048192771084338,0.006024096385542169
8LxWgoFt0xuSdq2gbX+Zcw,166,23.0,375.3,409.35,-34.05000000000001,-0.2051204819277109,53,85,0.3192771084337349,0.27058823529411763,16.317391304347826,0.012048192771084338,-0.4005882352941178,6.9397590361445785,1.7951807228915662,0.006024096385542169,0.0,0.006024096385542169,0.0
iEdCO2uA2nKl5O4N5+LNWA,166,20.0,360.3,307.5,52.80000000000001,0.31807228915662655,38,73,0.2289156626506024,0.273972602739726,18.015,0.07228915662650602,0.7232876712328768,7.969879518072289,2.102409638554217,0.06626506024096386,0.006024096385542169,0.0,0.0
BcAlIMElJV6Mlj0W9WTY3A,165,23.0,137.0,327.5,-190.5,-1.1545454545454545,41,85,0.24848484848484848,0.27058823529411763,5.956521739130435,0.11515151515151516,-2.2411764705882353,5.4787878787878785,1.3575757575757577,0.10303030303030303,0.012121212121212121,0.0,0.0
v5ejeieujfvDzw7eRfDY7g,165,98.0,787.1800000000001,1152.0,-364.81999999999994,-2.2110303030303027,87,165,0.5272727272727272,0.593939393939394,8.032448979591837,0.30303030303030304,-2.2110303030303027,2.0,0.7878787878787878,0.2787878787878788,0.006060606060606061,0.006060606060606061,0.012121212121212121
0H1UCdy82SAEQ8HWNUJHyA,165,43.0,1843.0,2101.18,-258.17999999999984,-1.5647272727272716,135,144,0.8181818181818182,0.2986111111111111,42.86046511627907,0.03636363636363636,-1.7929166666666656,5.612121212121212,2.1636363636363636,0.012121212121212121,0.0,0.006060606060606061,0.01818181818181818
wpwJvmRRbcQQW3HfBNB4sA,165,24.0,324.9,354.75,-29.850000000000023,-0.18090909090909105,49,86,0.296969696969697,0.27906976744186046,13.5375,0.16363636363636364,-0.3470930232558142,6.121212121212121,2.1818181818181817,0.12121212121212122,0.03636363636363636,0.006060606060606061,0.0
+4vIQ+G49QSRzFrV3JO2kA,165,38.0,755.6,655.5,100.10000000000002,0.6066666666666668,97,122,0.5878787878787879,0.3114754098360656,19.88421052631579,0.06666666666666667,0.8204918032786888,7.13939393939394,2.478787878787879,0.05454545454545454,0.0,0.006060606060606061,0.006060606060606061
eR5bicQkOXiTOSmrD1ytJw,165,23.0,404.9,262.25,142.64999999999998,0.8645454545454544,50,72,0.30303030303030304,0.3194444444444444,17.604347826086954,0.07272727272727272,1.9812499999999997,8.10909090909091,1.9878787878787878,0.048484848484848485,0.024242424242424242,0.0,0.0
KpVU0h5tyuczzEhHonOvBw,165,69.0,1109.1,1631.14,-522.0400000000002,-3.163878787878789,124,142,0.7515151515151515,0.4859154929577465,16.07391304347826,0.3090909090909091,-3.6763380281690154,7.218181818181818,2.2545454545454544,0.2545454545454545,0.03636363636363636,0.01818181818181818,0.0
LX36gMtGe7KfFuCZtgx8wA,165,32.0,287.5,408.0,-120.5,-0.7303030303030303,58,101,0.3515151515151515,0.31683168316831684,8.984375,0.01818181818181818,-1.193069306930693,5.096969696969697,1.4,0.012121212121212121,0.006060606060606061,0.0,0.0
BL0ciT+s1yq5tX9oazOKyQ,165,36.0,155.5,682.5,-527.0,-3.193939393939394,35,91,0.21212121212121213,0.3956043956043956,4.319444444444445,0.22424242424242424,-5.791208791208791,5.054545454545455,1.0727272727272728,0.19393939393939394,0.01818181818181818,0.012121212121212121,0.0
19e9Hp2+NsdPug5rRVwSAA,165,26.0,266.2,301.35,-35.150000000000034,-0.21303030303030324,52,71,0.3151515151515151,0.36619718309859156,10.238461538461538,0.14545454545454545,-0.4950704225352118,8.43030303030303,2.2303030303030305,0.12727272727272726,0.012121212121212121,0.006060606060606061,0.0
5o7K+vpC3JQlekM0EO8d/Q,164,24.0,305.75,466.39000000000004,-160.64000000000004,-0.9795121951219515,38,70,0.23170731707317074,0.34285714285714286,12.739583333333334,0.13414634146341464,-2.2948571428571434,7.603658536585366,1.9634146341463414,0.10975609756097561,0.006097560975609756,0.012195121951219513,0.006097560975609756
0gI97yPsPxis93VLpBSJlA,164,35.0,539.2,597.5,-58.299999999999955,-0.3554878048780485,89,118,0.5426829268292683,0.2966101694915254,15.405714285714287,0.12804878048780488,-0.4940677966101691,6.7682926829268295,2.0609756097560976,0.0975609756097561,0.018292682926829267,0.006097560975609756,0.006097560975609756
QfNXeuHo0ZenXY0zqeSlAQ,164,42.0,649.5,869.8,-220.29999999999995,-1.343292682926829,89,117,0.5426829268292683,0.358974358974359,15.464285714285714,0.17682926829268292,-1.8829059829059824,6.25,1.6219512195121952,0.17073170731707318,0.0,0.0,0.006097560975609756
HL5MitNw441EEvUXqIsGSA,164,27.0,502.20000000000005,503.25,-1.0499999999999545,-0.006402439024389967,61,82,0.3719512195121951,0.32926829268292684,18.6,0.07926829268292683,-0.012804878048779934,8.262195121951219,2.097560975609756,0.04878048780487805,0.018292682926829267,0.012195121951219513,0.0
UejvRmB6xo1w1EVCg9enMg,164,19.0,345.1,411.25,-66.14999999999998,-0.4033536585365852,55,71,0.3353658536585366,0.2676056338028169,18.163157894736845,0.06707317073170732,-0.9316901408450701,8.371951219512194,2.3536585365853657,0.06707317073170732,0.0,0.0,0.0
Rx5TJ8xQY/cbOd4jIjjMUA,164,26.0,398.5,461.52,-63.01999999999998,-0.3842682926829267,59,81,0.3597560975609756,0.32098765432098764,15.326923076923077,0.09146341463414634,-0.7780246913580244,6.652439024390244,1.9390243902439024,0.08536585365853659,0.006097560975609756,0.0,0.0
91qgoW7YSoZLwA7834BkdQ,164,40.0,622.7,482.9,139.80000000000007,0.8524390243902443,70,106,0.4268292682926829,0.37735849056603776,15.5675,0.042682926829268296,1.3188679245283026,6.067073170731708,1.798780487804878,0.03048780487804878,0.006097560975609756,0.0,0.006097560975609756
LO8wh+5NpvROyyxpFShHkA,164,85.0,901.0999999999999,1125.0,-223.9000000000001,-1.365243902439025,128,164,0.7804878048780488,0.5182926829268293,10.601176470588234,0.2926829268292683,-1.365243902439025,2.0,1.3048780487804879,0.27439024390243905,0.0,0.018292682926829267,0.0
StJnHkrQbm8hkIhjQfN7JA,164,23.0,432.2,435.5,-3.3000000000000114,-0.020121951219512265,55,85,0.3353658536585366,0.27058823529411763,18.791304347826088,0.0975609756097561,-0.03882352941176484,6.7560975609756095,1.7073170731707317,0.07317073170731707,0.018292682926829267,0.006097560975609756,0.0
IDK3AZ9I+pzEYi+aKrCE7Q,164,17.0,288.1,174.0,114.10000000000002,0.6957317073170733,35,63,0.21341463414634146,0.2698412698412698,16.947058823529414,0.07926829268292683,1.8111111111111116,8.670731707317072,1.8658536585365855,0.06707317073170732,0.012195121951219513,0.0,0.0
DXsW6fycC52LjvljCbEarQ,164,69.0,1016.4000000000001,1281.7,-265.29999999999995,-1.617682926829268,79,108,0.4817073170731707,0.6388888888888888,14.730434782608697,0.3048780487804878,-2.456481481481481,5.012195121951219,1.524390243902439,0.25,0.03048780487804878,0.012195121951219513,0.012195121951219513
ZTnHiclNeQzsoBjifN0TAg,164,27.0,413.93,383.90000000000003,30.029999999999973,0.1831097560975608,48,75,0.2926829268292683,0.36,15.33074074074074,0.18902439024390244,0.40039999999999965,8.298780487804878,1.8414634146341464,0.16463414634146342,0.012195121951219513,0.012195121951219513,0.0
RLu8XMq3LxiTekzCsCLL1g,164,29.0,523.23,580.0,-56.76999999999998,-0.3461585365853657,76,112,0.4634146341463415,0.25892857142857145,18.04241379310345,0.09146341463414634,-0.5068749999999999,5.890243902439025,2.3109756097560976,0.07317073170731707,0.018292682926829267,0.0,0.0
I+nFIZnJ30N4gbAi4uNdGw,164,37.0,765.5500000000001,820.75,-55.19999999999993,-0.3365853658536581,106,134,0.6463414634146342,0.27611940298507465,20.690540540540542,0.13414634146341464,-0.41194029850746217,5.304878048780488,2.268292682926829,0.0975609756097561,0.012195121951219513,0.006097560975609756,0.018292682926829267
W4lquXOQhQjXONMnFDhrCA,164,35.0,504.3,693.25,-188.95,-1.1521341463414634,68,96,0.4146341463414634,0.3645833333333333,14.40857142857143,0.07926829268292683,-1.9682291666666665,6.439024390243903,2.0304878048780486,0.042682926829268296,0.006097560975609756,0.024390243902439025,0.006097560975609756
NGvV0c3yZNf6a0h+9zxBsg,164,19.0,194.0,208.62,-14.620000000000005,-0.08914634146341466,46,75,0.2804878048780488,0.25333333333333335,10.210526315789474,0.054878048780487805,-0.1949333333333334,7.676829268292683,1.6768292682926829,0.054878048780487805,0.0,0.0,0.0
oQSgrfavaxyHYmxGZ4L57A,164,14.0,148.3,170.5,-22.19999999999999,-0.1353658536585365,41,63,0.25,0.2222222222222222,10.592857142857143,0.03048780487804878,-0.3523809523809522,8.274390243902438,1.7621951219512195,0.024390243902439025,0.006097560975609756,0.0,0.0
gpHgc1+JAP0fG1RQ8syYbg,163,32.0,463.65999999999997,458.62,5.039999999999964,0.030920245398772785,55,92,0.3374233128834356,0.34782608695652173,14.489374999999999,0.06748466257668712,0.054782608695651776,5.515337423312883,1.6993865030674846,0.05521472392638037,0.006134969325153374,0.006134969325153374,0.0
fR9tDuoQB9RUXgH21AlIaA,163,25.0,323.03000000000003,670.25,-347.21999999999997,-2.1301840490797543,69,104,0.4233128834355828,0.2403846153846154,12.9212,0.11042944785276074,-3.338653846153846,5.521472392638037,2.03680981595092,0.09202453987730061,0.012269938650306749,0.006134969325153374,0.0
hdRsZnuMuPTwB81whch5aA,163,26.0,355.5,625.25,-269.75,-1.6549079754601228,48,85,0.294478527607362,0.3058823529411765,13.673076923076923,0.15337423312883436,-3.1735294117647057,6.110429447852761,2.1349693251533743,0.13496932515337423,0.006134969325153374,0.006134969325153374,0.006134969325153374
k/HstNROzxb0aTatzAHk9A,163,25.0,196.76,312.0,-115.24000000000001,-0.7069938650306749,40,88,0.24539877300613497,0.2840909090909091,7.8704,0.1411042944785276,-1.3095454545454546,5.208588957055214,1.2085889570552146,0.12883435582822086,0.012269938650306749,0.0,0.0
kKYdRwOhp4oxM/8Fev0SyQ,163,25.0,183.0,412.25,-229.25,-1.406441717791411,48,93,0.294478527607362,0.26881720430107525,7.32,0.15337423312883436,-2.46505376344086,5.411042944785276,1.4294478527607362,0.1411042944785276,0.006134969325153374,0.006134969325153374,0.0
yGTt5D7fx9DIrD3z8Fw1jw,163,19.0,212.25,229.75,-17.5,-0.10736196319018405,27,66,0.1656441717791411,0.2878787878787879,11.171052631578947,0.06748466257668712,-0.26515151515151514,7.190184049079755,1.6687116564417177,0.049079754601226995,0.018404907975460124,0.0,0.0
6d0I0KkC4mAeZVlzn/uDNg,163,25.0,375.5,329.5,46.0,0.2822085889570552,50,87,0.3067484662576687,0.28735632183908044,15.02,0.1411042944785276,0.5287356321839081,5.840490797546012,1.638036809815951,0.1165644171779141,0.024539877300613498,0.0,0.0
XOWC7Gy6YSCIHaW18oNYGQ,163,41.0,764.0,559.5,204.5,1.2546012269938651,67,103,0.4110429447852761,0.39805825242718446,18.634146341463413,0.09202453987730061,1.9854368932038835,5.47239263803681,1.7239263803680982,0.0736196319018405,0.012269938650306749,0.006134969325153374,0.0
2vxxfUxvI0IzkkQxZ/hGvQ,163,40.0,551.8,900.65,-348.85,-2.1401840490797546,80,102,0.49079754601226994,0.39215686274509803,13.794999999999998,0.22085889570552147,-3.4200980392156866,6.177914110429448,2.1717791411042944,0.1411042944785276,0.03680981595092025,0.024539877300613498,0.018404907975460124
97/yejGylAciCLlhcgcHVA,163,39.0,407.8,438.25,-30.44999999999999,-0.18680981595092017,86,121,0.5276073619631901,0.32231404958677684,10.456410256410257,0.1411042944785276,-0.25165289256198337,4.6871165644171775,1.4539877300613497,0.12883435582822086,0.006134969325153374,0.006134969325153374,0.0
Q18pipZRkTG1sk52fxnVRA,162,16.0,326.5,274.5,52.0,0.32098765432098764,35,60,0.21604938271604937,0.26666666666666666,20.40625,0.05555555555555555,0.8666666666666667,7.919753086419753,1.8888888888888888,0.037037037037037035,0.018518518518518517,0.0,0.0
IOI1EH8LF70pLRSlhsOudw,162,21.0,90.5,145.25,-54.75,-0.33796296296296297,43,75,0.2654320987654321,0.28,4.309523809523809,0.04938271604938271,-0.73,6.006172839506172,1.4012345679012346,0.030864197530864196,0.012345679012345678,0.0,0.006172839506172839
yK25VBM6j4HBQtdWdxQZrg,162,30.0,583.73,710.87,-127.13999999999999,-0.7848148148148147,71,103,0.4382716049382716,0.2912621359223301,19.457666666666668,0.10493827160493827,-1.234368932038835,5.790123456790123,1.845679012345679,0.08641975308641975,0.006172839506172839,0.012345679012345678,0.0
IsSleevhppJQQd6yFz9nQA,162,22.0,366.1,286.0,80.10000000000002,0.4944444444444446,50,78,0.30864197530864196,0.28205128205128205,16.64090909090909,0.07407407407407407,1.0269230769230773,8.246913580246913,2.080246913580247,0.06172839506172839,0.006172839506172839,0.006172839506172839,0.0
PiCjJje8P2fQB8uqb6vDxA,162,45.0,449.84999999999997,411.45000000000005,38.39999999999992,0.23703703703703655,51,113,0.3148148148148148,0.39823008849557523,9.996666666666666,0.20987654320987653,0.3398230088495568,4.308641975308642,1.1419753086419753,0.17901234567901234,0.024691358024691357,0.0,0.006172839506172839
9IctctJDoN1ag9iz4fPSPA,162,35.0,446.0,491.75,-45.75,-0.2824074074074074,62,106,0.38271604938271603,0.330188679245283,12.742857142857142,0.11728395061728394,-0.43160377358490565,5.493827160493828,1.4753086419753085,0.07407407407407407,0.012345679012345678,0.018518518518518517,0.012345679012345678
x8BcPaeM0nNAjBjBDUiitg,162,93.0,1083.26,1176.5,-93.24000000000001,-0.5755555555555556,100,162,0.6172839506172839,0.5740740740740741,11.647956989247312,0.30246913580246915,-0.5755555555555556,2.0,0.7777777777777778,0.24691358024691357,0.024691358024691357,0.030864197530864196,0.0
Qw1JjsSLd0NrwPK98wlfAg,162,35.0,499.85,658.5,-158.64999999999998,-0.9793209876543209,83,115,0.5123456790123457,0.30434782608695654,14.281428571428572,0.21604938271604937,-1.3795652173913042,5.3765432098765435,2.2901234567901234,0.1728395061728395,0.024691358024691357,0.018518518518518517,0.0
z0F5NeiI2bA4fid+c0wWxQ,162,12.0,283.4,153.75,129.64999999999998,0.8003086419753085,25,59,0.15432098765432098,0.2033898305084746,23.616666666666664,0.030864197530864196,2.1974576271186437,8.277777777777779,2.228395061728395,0.024691358024691357,0.006172839506172839,0.0,0.0
gmfJ+dypxfEWG2LaCrR7Dw,162,13.0,109.0,180.0,-71.0,-0.4382716049382716,29,60,0.17901234567901234,0.21666666666666667,8.384615384615385,0.06790123456790123,-1.1833333333333333,8.314814814814815,2.154320987654321,0.06172839506172839,0.0,0.0,0.006172839506172839
3evMABya9nV7MU0scrDlYA,161,14.0,256.0,233.65,22.349999999999994,0.13881987577639748,51,82,0.3167701863354037,0.17073170731707318,18.285714285714285,0.06832298136645963,0.272560975609756,8.124223602484472,2.2049689440993787,0.049689440993788817,0.012422360248447204,0.006211180124223602,0.0
gkTb2XMfcQBNLhgpCQNbfg,161,32.0,792.8399999999999,716.9599999999999,75.88,0.47130434782608693,72,103,0.4472049689440994,0.3106796116504854,24.776249999999997,0.20496894409937888,0.7366990291262135,5.434782608695652,1.9751552795031055,0.16149068322981366,0.043478260869565216,0.0,0.0
Y6nZdxO6DVeWdn4DXtoM4Q,161,20.0,216.5,298.75,-82.25,-0.5108695652173914,30,79,0.18633540372670807,0.25316455696202533,10.825,0.15527950310559005,-1.0411392405063291,5.422360248447205,1.546583850931677,0.14906832298136646,0.006211180124223602,0.0,0.0
d+GLVQtDCHTmmbwfjKcJRg,161,45.0,822.3,662.15,160.14999999999998,0.9947204968944098,83,111,0.515527950310559,0.40540540540540543,18.273333333333333,0.2670807453416149,1.4427927927927926,5.3354037267080745,1.8385093167701863,0.2111801242236025,0.018633540372670808,0.018633540372670808,0.018633540372670808
Bx2GwpZxUe7GoSDtFMYF+g,161,91.0,1302.2,1381.5,-79.29999999999995,-0.4925465838509314,112,161,0.6956521739130435,0.5652173913043478,14.30989010989011,0.6086956521739131,-0.4925465838509314,2.0,0.9192546583850931,0.5652173913043478,0.031055900621118012,0.006211180124223602,0.006211180124223602
IrGCZWj3qU0IplYdTF34qQ,161,29.0,476.94,567.3299999999999,-90.38999999999993,-0.5614285714285709,71,88,0.4409937888198758,0.32954545454545453,16.446206896551725,0.11180124223602485,-1.0271590909090902,8.68944099378882,2.391304347826087,0.08074534161490683,0.031055900621118012,0.0,0.0
S+TxrsJMe+xIExjW5XVR1g,161,90.0,1210.7,1459.3,-248.5999999999999,-1.544099378881987,68,161,0.422360248447205,0.5590062111801242,13.452222222222222,0.4161490683229814,-1.544099378881987,2.0,0.37267080745341613,0.39751552795031053,0.018633540372670808,0.0,0.0
Mc5Pty08LbEDtwEsvAJBIQ,161,13.0,181.1,227.5,-46.400000000000006,-0.2881987577639752,35,60,0.21739130434782608,0.21666666666666667,13.930769230769231,0.043478260869565216,-0.7733333333333334,8.335403726708075,2.093167701863354,0.031055900621118012,0.006211180124223602,0.006211180124223602,0.0
6cFzgJg72RWbnZ+SUvi+cQ,161,48.0,453.5,536.0,-82.5,-0.5124223602484472,107,126,0.6645962732919255,0.38095238095238093,9.447916666666666,0.12422360248447205,-0.6547619047619048,5.341614906832298,1.9875776397515528,0.10559006211180125,0.006211180124223602,0.0,0.012422360248447204
7YrvHB/xcA1+ChdYgsYgsw,161,43.0,419.2,568.5,-149.3,-0.927329192546584,82,109,0.5093167701863354,0.3944954128440367,9.748837209302325,0.18012422360248448,-1.369724770642202,5.670807453416149,1.9316770186335404,0.15527950310559005,0.024844720496894408,0.0,0.0
YTaGaZC+z0XcWvY6QzRq3Q,160,36.0,630.4,569.5,60.89999999999998,0.3806249999999999,65,91,0.40625,0.3956043956043956,17.51111111111111,0.10625,0.669230769230769,5.69375,2.0,0.0875,0.01875,0.0,0.0
ZQYUPaGUF0N6XBlLo0FE+w,160,28.0,466.5,574.1,-107.60000000000002,-0.6725000000000001,56,91,0.35,0.3076923076923077,16.660714285714285,0.1,-1.1824175824175827,6.70625,2.00625,0.09375,0.0,0.00625,0.0
nhRHCj7yZGMPjZDffzpOIA,160,29.0,224.5,314.75,-90.25,-0.5640625,51,88,0.31875,0.32954545454545453,7.741379310344827,0.1125,-1.0255681818181819,6.175,1.1125,0.1,0.0125,0.0,0.0
7D1JStKvtoHj1eBmMt7iPg,160,27.0,406.52,427.14,-20.620000000000005,-0.12887500000000002,57,75,0.35625,0.36,15.056296296296296,0.075,-0.2749333333333334,8.475,1.83125,0.04375,0.01875,0.0125,0.0
byTSum/OBJ4/mTaPl4esPw,160,10.0,33.5,95.0,-61.5,-0.384375,24,62,0.15,0.16129032258064516,3.35,0.01875,-0.9919354838709677,8.48125,1.51875,0.01875,0.0,0.0,0.0
wBG5sGS2DzgIytiKpNgu2Q,160,29.0,243.5,306.0,-62.5,-0.390625,49,91,0.30625,0.31868131868131866,8.39655172413793,0.125,-0.6868131868131868,5.375,1.31875,0.11875,0.00625,0.0,0.0
eksKGLeQZpVG/p0B9N7liw,160,32.0,538.5,471.65,66.85000000000002,0.41781250000000014,74,107,0.4625,0.29906542056074764,16.828125,0.225,0.6247663551401871,5.725,1.55,0.18125,0.03125,0.00625,0.00625
Yh1Aadv2ZHmLCFyHQW8Pfw,160,30.0,289.55000000000007,499.50000000000006,-209.95,-1.3121874999999998,57,76,0.35625,0.39473684210526316,9.651666666666669,0.0375,-2.7624999999999997,8.41875,1.85,0.03125,0.00625,0.0,0.0
ziJALbhCTMkN6CsCDkM9yw,160,19.0,449.29999999999995,443.25,6.0499999999999545,0.037812499999999714,78,100,0.4875,0.19,23.64736842105263,0.03125,0.06049999999999955,8.34375,2.79375,0.025,0.00625,0.0,0.0
RkJ9uVYGJlaKcZlz6YIcFA,160,23.0,316.6,358.55,-41.94999999999999,-0.2621874999999999,50,71,0.3125,0.323943661971831,13.765217391304349,0.0625,-0.5908450704225351,8.36875,2.125,0.03125,0.01875,0.0125,0.0
TxOERWgapfS8HwGf/ioS1Q,160,28.0,238.8,265.25,-26.44999999999999,-0.16531249999999992,50,73,0.3125,0.3835616438356164,8.528571428571428,0.1125,-0.36232876712328754,7.925,1.66875,0.1125,0.0,0.0,0.0
xk3VUwOdmj02G7LOHDtvZA,160,27.0,517.75,378.62,139.13,0.8695625,37,72,0.23125,0.375,19.175925925925927,0.0875,1.932361111111111,7.2375,1.36875,0.08125,0.00625,0.0,0.0
8jz0nrzQ5FCEuFq4mK7GRA,160,33.0,497.68,540.5,-42.81999999999999,-0.26762499999999995,46,86,0.2875,0.38372093023255816,15.081212121212122,0.18125,-0.497906976744186,5.4125,1.4,0.1625,0.0125,0.00625,0.0
+WzGNfJ0hToASVGFqwx2cA,160,59.0,924.9899999999999,956.84,-31.850000000000136,-0.19906250000000086,67,123,0.41875,0.4796747967479675,15.677796610169489,0.23125,-0.25894308943089545,4.05,1.48125,0.2,0.0125,0.0125,0.00625
jNXtqi+T8SLXWSYh9ibYQg,159,42.0,510.06,631.6,-121.54000000000002,-0.7644025157232706,87,117,0.5471698113207547,0.358974358974359,12.144285714285715,0.0880503144654088,-1.038803418803419,5.509433962264151,1.9559748427672956,0.06289308176100629,0.006289308176100629,0.0,0.018867924528301886
TNRsc+hBk0+C1nXRDY/7AQ,159,72.0,806.7,1036.1,-229.39999999999986,-1.4427672955974835,135,143,0.8490566037735849,0.5034965034965035,11.204166666666667,0.4276729559748428,-1.6041958041958033,6.90566037735849,1.9622641509433962,0.37735849056603776,0.018867924528301886,0.031446540880503145,0.0
GhppGVA27GlrRkhmG/et2w,159,17.0,618.6,699.52,-80.91999999999996,-0.5089308176100626,46,71,0.2893081761006289,0.23943661971830985,36.38823529411765,0.06918238993710692,-1.1397183098591543,8.182389937106919,2.308176100628931,0.0440251572327044,0.012578616352201259,0.012578616352201259,0.0
n/4cghnUnfWfYrwuGX+JKA,159,55.0,677.0,694.25,-17.25,-0.10849056603773585,102,116,0.6415094339622641,0.47413793103448276,12.309090909090909,0.1761006289308176,-0.14870689655172414,5.679245283018868,1.9245283018867925,0.15723270440251572,0.006289308176100629,0.006289308176100629,0.006289308176100629
wLvUHk0fb94VRPuV8BtgZg,159,70.0,507.5,703.7,-196.20000000000005,-1.2339622641509438,87,159,0.5471698113207547,0.44025157232704404,7.25,0.24528301886792453,-1.2339622641509438,2.0,0.8176100628930818,0.2389937106918239,0.0,0.0,0.006289308176100629
9+D3Ogcs9sGbK9KA/b+7WQ,159,32.0,301.42,431.7,-130.27999999999997,-0.8193710691823898,74,100,0.46540880503144655,0.32,9.419375,0.1509433962264151,-1.3027999999999997,5.566037735849057,1.8176100628930818,0.1320754716981132,0.012578616352201259,0.0,0.006289308176100629
vOP76oZjYYA1yUIkzgF9DA,159,35.0,598.5,944.75,-346.25,-2.1776729559748427,50,89,0.31446540880503143,0.39325842696629215,17.1,0.15723270440251572,-3.890449438202247,5.79874213836478,1.4339622641509433,0.06918238993710692,0.05660377358490566,0.018867924528301886,0.012578616352201259
